Username,Date,Time,Tweet,tokens,sentiment
RichardGubler,4/30/2023,14:27:19,rt  trojannation are we ready for my guy  will be the next great  uscfootball uscfb lineman cant,"['rt', 'trojann', 'readi', 'guy', 'next', 'great', 'uscfootbal', 'uscfb', 'lineman', 'cant']",POSITIVE
lifebehindbarrs,4/27/2023,1:33:31,"rt  new blessings excited for this journey
fighton usctrojans  ","['rt', 'new', 'bless', 'excit', 'journey', 'fighton', 'usctrojan']",POSITIVE
dmartinglobal,5/2/2023,22:26:56,rt  trojannation are we ready for my guy  will be the next great  uscfootball uscfb lineman cant,"['rt', 'trojann', 'readi', 'guy', 'next', 'great', 'uscfootbal', 'uscfb', 'lineman', 'cant']",POSITIVE
Erikd25,4/30/2023,3:13:15,rt  congratulations to bobby haskins 17 on signing today  with the   cthsfb amdg dabears fighton preppri,"['rt', 'congratul', 'bobbi', 'haskin', '17', 'sign', 'today', 'cthsfb', 'amdg', 'dabear', 'fighton', 'preppri']",POSITIVE
jeffvance9,4/29/2023,22:36:44,rt  trojannation are we ready for my guy  will be the next great  uscfootball uscfb lineman cant,"['rt', 'trojann', 'readi', 'guy', 'next', 'great', 'uscfootbal', 'uscfb', 'lineman', 'cant']",POSITIVE
XavierBanner_,4/27/2023,5:32:20,"rt  new blessings excited for this journey
fighton usctrojans  ","['rt', 'new', 'bless', 'excit', 'journey', 'fighton', 'usctrojan']",POSITIVE
MasonsLaptop,4/28/2023,1:05:39,     usc is moving in the right direction but they cannot let this type of local talent get away from them ever again usctrojans,"['usc', 'move', 'right', 'direct', 'let', 'type', 'local', 'talent', 'get', 'away', 'ever', 'usctrojan']",POSITIVE
sixbravebulls,4/27/2023,12:58:41,"rt  new blessings excited for this journey
fighton usctrojans  ","['rt', 'new', 'bless', 'excit', 'journey', 'fighton', 'usctrojan']",POSITIVE
CalU90,4/30/2023,2:30:50,rt  congratulations to bobby haskins 17 on signing today  with the   cthsfb amdg dabears fighton preppri,"['rt', 'congratul', 'bobbi', 'haskin', '17', 'sign', 'today', 'cthsfb', 'amdg', 'dabear', 'fighton', 'preppri']",POSITIVE
Prep_Football,4/30/2023,2:27:16,congratulations to bobby haskins 17 on signing today  with the   cthsfb amdg dabears fighton preppridevictory hailfairfield  preptothenfl uvafootball usctrojans ,"['congratul', 'bobbi', 'haskin', '17', 'sign', 'today', 'cthsfb', 'amdg', 'dabear', 'fighton', 'preppridevictori', 'hailfairfield', 'preptothenfl', 'uvafootbal', 'usctrojan']",POSITIVE
finneyeric,4/27/2023,2:48:57,"rt  new blessings excited for this journey
fighton usctrojans  ","['rt', 'new', 'bless', 'excit', 'journey', 'fighton', 'usctrojan']",POSITIVE
UCCHRIS,4/29/2023,16:49:13,rt  a haapybirthday to retired lefthanded pitchermlb pitching coach and author tom house 76  braves redsox mariners,"['rt', 'haapybirthday', 'retir', 'lefthand', 'pitchermlb', 'pitch', 'coach', 'author', 'tom', 'hous', '76', 'brave', 'redsox', 'marin']",NEGATIVE
_coachtrav,4/30/2023,2:33:11,rt  congratulations to bobby haskins 17 on signing today  with the   cthsfb amdg dabears fighton preppri,"['rt', 'congratul', 'bobbi', 'haskin', '17', 'sign', 'today', 'cthsfb', 'amdg', 'dabear', 'fighton', 'preppri']",POSITIVE
SassaniAlex,4/29/2023,20:33:26,rt  trojannation are we ready for my guy  will be the next great  uscfootball uscfb lineman cant,"['rt', 'trojann', 'readi', 'guy', 'next', 'great', 'uscfootbal', 'uscfb', 'lineman', 'cant']",POSITIVE
BenJonesViews,4/27/2023,0:35:35,"rt  new blessings excited for this journey
fighton usctrojans  ","['rt', 'new', 'bless', 'excit', 'journey', 'fighton', 'usctrojan']",POSITIVE
Coach_KMcDonald,4/29/2023,21:33:16,rt  trojannation are we ready for my guy  will be the next great  uscfootball uscfb lineman cant,"['rt', 'trojann', 'readi', 'guy', 'next', 'great', 'uscfootbal', 'uscfb', 'lineman', 'cant']",POSITIVE
eBail_LLC,5/3/2023,6:00:01,"need bail bonds for the clark county detention center
7024629200


ebail lasvegas vegas nevada la losangeles cali california universityofsoutherncalifornia usc usctrojans trojans uscfootball uscbasketball
trojanbasketball trojanfootball ","['need', 'bail', 'bond', 'clark', 'counti', 'detent', 'center', '7024629200', 'ebail', 'lasvega', 'vega', 'nevada', 'la', 'losangel', 'cali', 'california', 'universityofsoutherncalifornia', 'usc', 'usctrojan', 'trojan', 'uscfootbal', 'uscbasketbal', 'trojanbasketbal', 'trojanfootbal']",NEGATIVE
steve_george7,4/30/2023,18:16:15,rt  congratulations to bobby haskins 17 on signing today  with the   cthsfb amdg dabears fighton preppri,"['rt', 'congratul', 'bobbi', 'haskin', '17', 'sign', 'today', 'cthsfb', 'amdg', 'dabear', 'fighton', 'preppri']",POSITIVE
xhumblealba,4/27/2023,4:40:52,"rt  new blessings excited for this journey
fighton usctrojans  ","['rt', 'new', 'bless', 'excit', 'journey', 'fighton', 'usctrojan']",POSITIVE
DevellisJustin,4/30/2023,2:49:11,rt  congratulations to bobby haskins 17 on signing today  with the   cthsfb amdg dabears fighton preppri,"['rt', 'congratul', 'bobbi', 'haskin', '17', 'sign', 'today', 'cthsfb', 'amdg', 'dabear', 'fighton', 'preppri']",POSITIVE
footballliason,4/29/2023,20:45:07,rt  trojannation are we ready for my guy  will be the next great  uscfootball uscfb lineman cant,"['rt', 'trojann', 'readi', 'guy', 'next', 'great', 'uscfootbal', 'uscfb', 'lineman', 'cant']",POSITIVE
xhumblealba,4/29/2023,22:17:24,rt  trojannation are we ready for my guy  will be the next great  uscfootball uscfb lineman cant,"['rt', 'trojann', 'readi', 'guy', 'next', 'great', 'uscfootbal', 'uscfb', 'lineman', 'cant']",POSITIVE
gregbilotta,4/30/2023,2:28:01,rt  congratulations to bobby haskins 17 on signing today  with the   cthsfb amdg dabears fighton preppri,"['rt', 'congratul', 'bobbi', 'haskin', '17', 'sign', 'today', 'cthsfb', 'amdg', 'dabear', 'fighton', 'preppri']",POSITIVE
eBail_LLC,4/27/2023,5:00:00,"need bail bonds las vegas
7024629200


ebail lasvegas vegas nevada la losangeles cali california universityofsoutherncalifornia usc usctrojans trojans uscfootball uscbasketball trojanbasketball trojanfootball ","['need', 'bail', 'bond', 'la', 'vega', '7024629200', 'ebail', 'lasvega', 'vega', 'nevada', 'la', 'losangel', 'cali', 'california', 'universityofsoutherncalifornia', 'usc', 'usctrojan', 'trojan', 'uscfootbal', 'uscbasketbal', 'trojanbasketbal', 'trojanfootbal']",NEGATIVE
Mr_20k,4/30/2023,2:42:00,rt  congratulations to bobby haskins 17 on signing today  with the   cthsfb amdg dabears fighton preppri,"['rt', 'congratul', 'bobbi', 'haskin', '17', 'sign', 'today', 'cthsfb', 'amdg', 'dabear', 'fighton', 'preppri']",POSITIVE
MattTrez,4/30/2023,2:33:57,rt  congratulations to bobby haskins 17 on signing today  with the   cthsfb amdg dabears fighton preppri,"['rt', 'congratul', 'bobbi', 'haskin', '17', 'sign', 'today', 'cthsfb', 'amdg', 'dabear', 'fighton', 'preppri']",POSITIVE
USCRossierPhD,5/5/2023,22:00:38,congratulations to our graduate taylor enochstevens  taylor successfully defended her dissertation today and will be joining the university of arizona as a presidents postdoctoral fellow uscgrad  ,"['congratul', 'graduat', 'taylor', 'enochsteven', 'taylor', 'success', 'defend', 'dissert', 'today', 'join', 'univers', 'arizona', 'presid', 'postdoctor', 'fellow', 'uscgrad']",POSITIVE
ProfTolson,5/6/2023,18:33:01,rt  congratulations to lauren au gouldgrad and member of the jd class of 2023 recognized with the edward and eleanor shattu,"['rt', 'congratul', 'lauren', 'au', 'gouldgrad', 'member', 'jd', 'class', '2023', 'recogn', 'edward', 'eleanor', 'shattu']",POSITIVE
eayucel,5/6/2023,1:10:33,rt  congratulations to our graduate taylor enochstevens  taylor successfully defended her dissertation today and will be j,"['rt', 'congratul', 'graduat', 'taylor', 'enochsteven', 'taylor', 'success', 'defend', 'dissert', 'today', 'j']",POSITIVE
USCGouldLaw,5/6/2023,17:38:05,congratulations to lauren au gouldgrad and member of the jd class of 2023 recognized with the edward and eleanor shattuck award for students demonstrating the greatest potential for becoming outstanding members of the bar uscgrad ,"['congratul', 'lauren', 'au', 'gouldgrad', 'member', 'jd', 'class', '2023', 'recogn', 'edward', 'eleanor', 'shattuck', 'award', 'student', 'demonstr', 'greatest', 'potenti', 'becom', 'outstand', 'member', 'bar', 'uscgrad']",POSITIVE
jordnharper,5/5/2023,23:23:26,rt  congratulations to our graduate taylor enochstevens  taylor successfully defended her dissertation today and will be j,"['rt', 'congratul', 'graduat', 'taylor', 'enochsteven', 'taylor', 'success', 'defend', 'dissert', 'today', 'j']",POSITIVE
USCGouldLaw,5/5/2023,21:47:05,lets celebrate gouldgrad addison morris part of the jd class of 2023 and recipient of the dean dorothy wright nelson award during her time at gould addison worked with  and  this summer addison will be moving to seattle congratulations uscgrad ,"['let', 'celebr', 'gouldgrad', 'addison', 'morri', 'part', 'jd', 'class', '2023', 'recipi', 'dean', 'dorothi', 'wright', 'nelson', 'award', 'time', 'gould', 'addison', 'work', 'summer', 'addison', 'move', 'seattl', 'congratul', 'uscgrad']",POSITIVE
USC_MSEM,5/5/2023,20:41:43,the day is near were excited to celebrate commencement with our ms in emergency management graduates next friday for details visit  fight on uscbovardcollege uscgrad ,"['day', 'near', 'excit', 'celebr', 'commenc', 'm', 'emerg', 'manag', 'graduat', 'next', 'friday', 'detail', 'visit', 'fight', 'uscbovardcolleg', 'uscgrad']",POSITIVE
USC_MSHT,5/5/2023,20:39:49,the day is near were excited to celebrate commencement with our ms in hospitality and tourism graduates next friday for details visit  fight on uscbovardcollege uscgrad ,"['day', 'near', 'excit', 'celebr', 'commenc', 'm', 'hospit', 'tourism', 'graduat', 'next', 'friday', 'detail', 'visit', 'fight', 'uscbovardcolleg', 'uscgrad']",POSITIVE
USC_MSCJ,5/5/2023,20:39:19,the day is near were excited to celebrate commencement with our ms in criminal justice graduates next friday for details visit  fight on uscbovardcollege uscgrad ,"['day', 'near', 'excit', 'celebr', 'commenc', 'm', 'crimin', 'justic', 'graduat', 'next', 'friday', 'detail', 'visit', 'fight', 'uscbovardcolleg', 'uscgrad']",POSITIVE
USC_MSPM,5/5/2023,20:38:40,the day is near were excited to celebrate commencement with our ms in project management graduates next friday for details visit  on uscbovardcollege uscgrad ,"['day', 'near', 'excit', 'celebr', 'commenc', 'm', 'project', 'manag', 'graduat', 'next', 'friday', 'detail', 'visit', 'uscbovardcolleg', 'uscgrad']",POSITIVE
USC_MSHRM,5/5/2023,20:37:52,the day is near were excited to celebrate commencement with our ms in human resource management graduates next friday for details visit  on uscbovardcollege uscgrad ,"['day', 'near', 'excit', 'celebr', 'commenc', 'm', 'human', 'resourc', 'manag', 'graduat', 'next', 'friday', 'detail', 'visit', 'uscbovardcolleg', 'uscgrad']",POSITIVE
USCGouldLaw,5/5/2023,20:31:06,the countdown to uscgould commencement is on use gouldgrad to see your posts shared during the may 12 ceremony congratulations to all of our upcoming graduates uscgrad ,"['countdown', 'uscgould', 'commenc', 'use', 'gouldgrad', 'see', 'post', 'share', 'may', '12', 'ceremoni', 'congratul', 'upcom', 'graduat', 'uscgrad']",POSITIVE
TheZynleyCup,5/5/2023,18:36:28,got 8 fireball shooters in my socks rn uscgrad businessschool,"['got', '8', 'firebal', 'shooter', 'sock', 'rn', 'uscgrad', 'businessschool']",NEGATIVE
AfroNationalism,5/4/2023,19:53:32,rt      for selecting two commencement speakers who focus on racial equity its an honor to be in this lin,"['rt', 'select', 'two', 'commenc', 'speaker', 'focu', 'racial', 'equiti', 'honor', 'lin']",POSITIVE
USCGouldLaw,5/4/2023,17:38:05,gouldgrad valeria carriles martinez earned her online llm in december she is the managing partner at madero legal group pc where she provides comprehensive legal and business solutions to domestic and foreign public and private companies with operations in mexico uscgrad ,"['gouldgrad', 'valeria', 'carril', 'martinez', 'earn', 'onlin', 'llm', 'decemb', 'manag', 'partner', 'madero', 'legal', 'group', 'pc', 'provid', 'comprehens', 'legal', 'busi', 'solut', 'domest', 'foreign', 'public', 'privat', 'compani', 'oper', 'mexico', 'uscgrad']",POSITIVE
TuesdayAgency,5/4/2023,17:14:13,rt      for selecting two commencement speakers who focus on racial equity its an honor to be in this lin,"['rt', 'select', 'two', 'commenc', 'speaker', 'focu', 'racial', 'equiti', 'honor', 'lin']",POSITIVE
dem8z,5/4/2023,18:21:51,rt      for selecting two commencement speakers who focus on racial equity its an honor to be in this lin,"['rt', 'select', 'two', 'commenc', 'speaker', 'focu', 'racial', 'equiti', 'honor', 'lin']",POSITIVE
MigrationCollab,5/4/2023,3:22:10,rt      for selecting two commencement speakers who focus on racial equity its an honor to be in this lin,"['rt', 'select', 'two', 'commenc', 'speaker', 'focu', 'racial', 'equiti', 'honor', 'lin']",POSITIVE
USCRossierPhD,5/1/2023,22:00:44,congratulations to our graduate kaylan baxter   uscgrad  ,"['congratul', 'graduat', 'kaylan', 'baxter', 'uscgrad']",POSITIVE
_Al_ber_to,5/4/2023,14:43:09,rt      for selecting two commencement speakers who focus on racial equity its an honor to be in this lin,"['rt', 'select', 'two', 'commenc', 'speaker', 'focu', 'racial', 'equiti', 'honor', 'lin']",POSITIVE
theemarylanae,4/28/2023,19:51:03,its happening usc uscgrad ,"['happen', 'usc', 'uscgrad']",POSITIVE
LokaneetaJinee,5/4/2023,18:58:42,rt      for selecting two commencement speakers who focus on racial equity its an honor to be in this lin,"['rt', 'select', 'two', 'commenc', 'speaker', 'focu', 'racial', 'equiti', 'honor', 'lin']",POSITIVE
Net2Ayurveda,5/4/2023,19:01:30,rt      for selecting two commencement speakers who focus on racial equity its an honor to be in this lin,"['rt', 'select', 'two', 'commenc', 'speaker', 'focu', 'racial', 'equiti', 'honor', 'lin']",POSITIVE
darismcinnis,5/5/2023,11:21:41,rt  congratulations to our graduate james bridgeforth   james successfully defended his dissertation and will,"['rt', 'congratul', 'graduat', 'jame', 'bridgeforth', 'jame', 'success', 'defend', 'dissert']",POSITIVE
GaleSinatra,5/3/2023,21:28:56,congratulations  we have been so lucky to have you here at rossier ku is about to get an amazing colleague uscgrad fighton ,"['congratul', 'lucki', 'rossier', 'ku', 'get', 'amaz', 'colleagu', 'uscgrad', 'fighton']",POSITIVE
educatong,5/3/2023,0:55:42,rt  congratulations to our graduate jaymon ortega   jaymon successfully defended his dissertation today uscgrad,"['rt', 'congratul', 'graduat', 'jaymon', 'ortega', 'jaymon', 'success', 'defend', 'dissert', 'today', 'uscgrad']",POSITIVE
USCGouldLaw,4/28/2023,21:53:11,uscgrad fun fact gouldgrad daniel han has been involved in competitive basketball as a player and a coach for more than 15 years as an undergrad at  han worked with the womens basketball team to help the players finetune their skills and prepare game strategies ,"['uscgrad', 'fun', 'fact', 'gouldgrad', 'daniel', 'han', 'involv', 'competit', 'basketbal', 'player', 'coach', '15', 'year', 'undergrad', 'han', 'work', 'woman', 'basketbal', 'team', 'help', 'player', 'finetun', 'skill', 'prepar', 'game', 'strategi']",POSITIVE
rikarodd,4/28/2023,1:26:47,"rt  save the date for usc rossiers 2023 commencement ceremonies 

 doctoral ceremony may 10 at 300 pm mccarthy quad
 m","['rt', 'save', 'date', 'usc', 'rossier', '2023', 'commenc', 'ceremoni', 'doctor', 'ceremoni', 'may', '10', '300', 'pm', 'mccarthi', 'quad']",NEGATIVE
nkajimoto,5/4/2023,23:15:15,rt  gouldgrad valeria carriles martinez earned her online llm in december she is the managing partner at madero legal group,"['rt', 'gouldgrad', 'valeria', 'carril', 'martinez', 'earn', 'onlin', 'llm', 'decemb', 'manag', 'partner', 'madero', 'legal', 'group']",POSITIVE
MtnSkater,4/28/2023,0:56:17,rt  philanthropist usc alum and usc trustee rick caruso has been announced as the speaker for the 2023 baccalaureate ceremony,"['rt', 'philanthropist', 'usc', 'alum', 'usc', 'truste', 'rick', 'caruso', 'announc', 'speaker', '2023', 'baccalaur', 'ceremoni']",POSITIVE
jordnharper,4/28/2023,22:06:02,rt  congratulations to our graduate taramarie desruisseaux   taramarie successfully defended her dissertation,"['rt', 'congratul', 'graduat', 'taramari', 'desruisseaux', 'taramari', 'success', 'defend', 'dissert']",POSITIVE
USCmoves,4/28/2023,16:12:43,with just a few weeks left until the 140th commencement ceremony at usc our graduates are getting ready to celebrate their achievements congratulations to all of you  uscgrad classof2023,"['week', 'left', '140th', 'commenc', 'ceremoni', 'usc', 'graduat', 'get', 'readi', 'celebr', 'achiev', 'congratul', 'uscgrad', 'classof2023']",POSITIVE
jcbridgeforth,4/28/2023,22:11:25,rt  congratulations to our graduate taramarie desruisseaux   taramarie successfully defended her dissertation,"['rt', 'congratul', 'graduat', 'taramari', 'desruisseaux', 'taramari', 'success', 'defend', 'dissert']",POSITIVE
USCRossierPhD,5/4/2023,2:26:26,rt  congratulations  we have been so lucky to have you here at rossier ku is about to get an amazing colleagu,"['rt', 'congratul', 'lucki', 'rossier', 'ku', 'get', 'amaz', 'colleagu']",POSITIVE
Dr_ADJ_Gonzalez,5/1/2023,22:21:39,rt  congratulations to our graduate kaylan baxter   uscgrad  ,"['rt', 'congratul', 'graduat', 'kaylan', 'baxter', 'uscgrad']",POSITIVE
USCRossier,4/27/2023,23:22:35,"save the date for usc rossiers 2023 commencement ceremonies 

 doctoral ceremony may 10 at 300 pm mccarthy quad
 masters ceremony may 12 at 345 pm mccarthy quad

read the full article here 

uscgrad uscrossiergrad ","['save', 'date', 'usc', 'rossier', '2023', 'commenc', 'ceremoni', 'doctor', 'ceremoni', 'may', '10', '300', 'pm', 'mccarthi', 'quad', 'master', 'ceremoni', 'may', '12', '345', 'pm', 'mccarthi', 'quad', 'read', 'full', 'articl', 'uscgrad', 'uscrossiergrad']",NEGATIVE
cmosqueda,5/3/2023,23:22:10,rt  it is with great pleasure that we announce tiffaney robinson as the student speaker for our masters commencement ceremony,"['rt', 'great', 'pleasur', 'announc', 'tiffaney', 'robinson', 'student', 'speaker', 'master', 'commenc', 'ceremoni']",POSITIVE
USCRossier,5/3/2023,23:11:39,it is with great pleasure that we announce tiffaney robinson as the student speaker for our masters commencement ceremony on may 12 2023 tiffaney graduates next week with her master of education in school counseling we couldnt be prouder uscgrad uscrossiergrad ,"['great', 'pleasur', 'announc', 'tiffaney', 'robinson', 'student', 'speaker', 'master', 'commenc', 'ceremoni', 'may', '12', '2023', 'tiffaney', 'graduat', 'next', 'week', 'master', 'educ', 'school', 'counsel', 'couldnt', 'prouder', 'uscgrad', 'uscrossiergrad']",POSITIVE
ruha9,5/4/2023,14:39:58,rt      for selecting two commencement speakers who focus on racial equity its an honor to be in this lin,"['rt', 'select', 'two', 'commenc', 'speaker', 'focu', 'racial', 'equiti', 'honor', 'lin']",POSITIVE
JayRWilsonUSA,4/27/2023,23:31:34,"rt  save the date for usc rossiers 2023 commencement ceremonies 

 doctoral ceremony may 10 at 300 pm mccarthy quad
 m","['rt', 'save', 'date', 'usc', 'rossier', '2023', 'commenc', 'ceremoni', 'doctor', 'ceremoni', 'may', '10', '300', 'pm', 'mccarthi', 'quad']",NEGATIVE
jordnharper,5/4/2023,23:18:54,rt  congratulations to our graduate james bridgeforth   james successfully defended his dissertation and will,"['rt', 'congratul', 'graduat', 'jame', 'bridgeforth', 'jame', 'success', 'defend', 'dissert']",POSITIVE
JavierduranEl,5/3/2023,23:15:31,rt      for selecting two commencement speakers who focus on racial equity its an honor to be in this lin,"['rt', 'select', 'two', 'commenc', 'speaker', 'focu', 'racial', 'equiti', 'honor', 'lin']",POSITIVE
USCAlumni,4/27/2023,22:09:14,"philanthropist usc alum and usc trustee rick caruso has been announced as the speaker for the 2023 baccalaureate ceremony join us in celebrating the usc class of 2023 on may 11th at bovard auditorium usc uscgrad 

","['philanthropist', 'usc', 'alum', 'usc', 'truste', 'rick', 'caruso', 'announc', 'speaker', '2023', 'baccalaur', 'ceremoni', 'join', 'u', 'celebr', 'usc', 'class', '2023', 'may', '11th', 'bovard', 'auditorium', 'usc', 'uscgrad']",POSITIVE
eayucel,5/4/2023,23:44:55,rt  congratulations to our graduate james bridgeforth   james successfully defended his dissertation and will,"['rt', 'congratul', 'graduat', 'jame', 'bridgeforth', 'jame', 'success', 'defend', 'dissert']",POSITIVE
USCRossierPhD,5/4/2023,23:00:25,congratulations to our graduate james bridgeforth   james successfully defended his dissertation and will be joining the ca community schools learning exchange as the community schools postdoctoral fellow uscgrad  ,"['congratul', 'graduat', 'jame', 'bridgeforth', 'jame', 'success', 'defend', 'dissert', 'join', 'ca', 'commun', 'school', 'learn', 'exchang', 'commun', 'school', 'postdoctor', 'fellow', 'uscgrad']",POSITIVE
jcbridgeforth,5/3/2023,0:37:27,rt  congratulations to our graduate jaymon ortega   jaymon successfully defended his dissertation today uscgrad,"['rt', 'congratul', 'graduat', 'jaymon', 'ortega', 'jaymon', 'success', 'defend', 'dissert', 'today', 'uscgrad']",POSITIVE
soledadj01,4/29/2023,4:01:40,rt  congratulations to our graduate taramarie desruisseaux   taramarie successfully defended her dissertation,"['rt', 'congratul', 'graduat', 'taramari', 'desruisseaux', 'taramari', 'success', 'defend', 'dissert']",POSITIVE
urfave_gudgirl,4/27/2023,4:15:12,rt  congratulations to our graduate isaiah simmons  isaiah successfully defended his dissertation and will be joining the r,"['rt', 'congratul', 'graduat', 'isaiah', 'simmon', 'isaiah', 'success', 'defend', 'dissert', 'join', 'r']",POSITIVE
g33inc,5/5/2023,12:49:01,rt  congratulations to our graduate james bridgeforth   james successfully defended his dissertation and will,"['rt', 'congratul', 'graduat', 'jame', 'bridgeforth', 'jame', 'success', 'defend', 'dissert']",POSITIVE
CamilaSier27421,5/4/2023,13:31:38,rt      for selecting two commencement speakers who focus on racial equity its an honor to be in this lin,"['rt', 'select', 'two', 'commenc', 'speaker', 'focu', 'racial', 'equiti', 'honor', 'lin']",POSITIVE
Prof_NataliaM,5/3/2023,22:00:31,"    for selecting two commencement speakers who focus on racial equity its an honor to be in this lineup with   uscgrad 

","['select', 'two', 'commenc', 'speaker', 'focu', 'racial', 'equiti', 'honor', 'lineup', 'uscgrad']",POSITIVE
sidroniio,5/3/2023,14:58:19,rt  congratulations to our graduate jaymon ortega   jaymon successfully defended his dissertation today uscgrad,"['rt', 'congratul', 'graduat', 'jaymon', 'ortega', 'jaymon', 'success', 'defend', 'dissert', 'today', 'uscgrad']",POSITIVE
USCGouldLaw,5/2/2023,2:57:05,our next gouldgrad highlight is jd class of 2023 uscgrad shawn kim honored with the shattuck award after graduation shawn plans to join the corporate group at  in palo alto congratulations ,"['next', 'gouldgrad', 'highlight', 'jd', 'class', '2023', 'uscgrad', 'shawn', 'kim', 'honor', 'shattuck', 'award', 'graduat', 'shawn', 'plan', 'join', 'corpor', 'group', 'palo', 'alto', 'congratul']",POSITIVE
SilyaneLarcher,5/4/2023,15:37:27,rt      for selecting two commencement speakers who focus on racial equity its an honor to be in this lin,"['rt', 'select', 'two', 'commenc', 'speaker', 'focu', 'racial', 'equiti', 'honor', 'lin']",POSITIVE
SchaefferCenter,5/4/2023,15:21:02,rt  uscmann class of 2023 graduates congratulations on your achievements share your commencement photos and memories on instagr,"['rt', 'uscmann', 'class', '2023', 'graduat', 'congratul', 'achiev', 'share', 'commenc', 'photo', 'memori', 'instagr']",POSITIVE
AkilFletcher,5/3/2023,23:24:25,rt  congratulations to our graduate jaymon ortega   jaymon successfully defended his dissertation today uscgrad,"['rt', 'congratul', 'graduat', 'jaymon', 'ortega', 'jaymon', 'success', 'defend', 'dissert', 'today', 'uscgrad']",POSITIVE
HajYazdiha,5/4/2023,0:48:42,rt      for selecting two commencement speakers who focus on racial equity its an honor to be in this lin,"['rt', 'select', 'two', 'commenc', 'speaker', 'focu', 'racial', 'equiti', 'honor', 'lin']",POSITIVE
eayucel,5/3/2023,1:18:14,rt  congratulations to our graduate jaymon ortega   jaymon successfully defended his dissertation today uscgrad,"['rt', 'congratul', 'graduat', 'jaymon', 'ortega', 'jaymon', 'success', 'defend', 'dissert', 'today', 'uscgrad']",POSITIVE
phdgprotein86,5/5/2023,5:26:32,rt  congratulations to our graduate james bridgeforth   james successfully defended his dissertation and will,"['rt', 'congratul', 'graduat', 'jame', 'bridgeforth', 'jame', 'success', 'defend', 'dissert']",POSITIVE
ZacharyObama,4/29/2023,4:29:34,rt  philanthropist usc alum and usc trustee rick caruso has been announced as the speaker for the 2023 baccalaureate ceremony,"['rt', 'philanthropist', 'usc', 'alum', 'usc', 'truste', 'rick', 'caruso', 'announc', 'speaker', '2023', 'baccalaur', 'ceremoni']",POSITIVE
USCRossierPhD,5/3/2023,0:00:32,congratulations to our graduate jaymon ortega   jaymon successfully defended his dissertation today uscgrad  ,"['congratul', 'graduat', 'jaymon', 'ortega', 'jaymon', 'success', 'defend', 'dissert', 'today', 'uscgrad']",POSITIVE
USCThornton,5/5/2023,17:05:21,"usc thornton will honor our graduating bachelors masters and doctoral students in a ceremony held next friday may 12 at 1100 am in founders park this event follows the  ceremony at 830 am in alumni memorial park learn more  
uscgrad ","['usc', 'thornton', 'honor', 'graduat', 'bachelor', 'master', 'doctor', 'student', 'ceremoni', 'held', 'next', 'friday', 'may', '12', '1100', 'founder', 'park', 'event', 'follow', 'ceremoni', '830', 'alumnus', 'memori', 'park', 'learn', 'uscgrad']",POSITIVE
azvbow,5/4/2023,2:21:45,rt      for selecting two commencement speakers who focus on racial equity its an honor to be in this lin,"['rt', 'select', 'two', 'commenc', 'speaker', 'focu', 'racial', 'equiti', 'honor', 'lin']",POSITIVE
USCRossierPhD,4/27/2023,23:00:28,congratulations to our graduate jeanette zambrano   jeanette will be joining california state university san bernardino as an assistant professor this fall uscgrad  ,"['congratul', 'graduat', 'jeanett', 'zambrano', 'jeanett', 'join', 'california', 'state', 'univers', 'san', 'bernardino', 'assist', 'professor', 'fall', 'uscgrad']",POSITIVE
USCStevens,4/27/2023,17:55:43,"rt  we are excited to announce our 2023 commencement speakers mark stevens of scubed capital
  amp  narim","['rt', 'excit', 'announc', '2023', 'commenc', 'speaker', 'mark', 'steven', 'scube', 'capit', 'amp', 'narim']",POSITIVE
USCMann,5/3/2023,17:53:03,uscmann class of 2023 graduates congratulations on your achievements share your commencement photos and memories on instagram using uscmann and uscgrad to win swag ,"['uscmann', 'class', '2023', 'graduat', 'congratul', 'achiev', 'share', 'commenc', 'photo', 'memori', 'instagram', 'use', 'uscmann', 'uscgrad', 'win', 'swag']",POSITIVE
jordnharper,5/3/2023,0:11:40,rt  congratulations to our graduate jaymon ortega   jaymon successfully defended his dissertation today uscgrad,"['rt', 'congratul', 'graduat', 'jaymon', 'ortega', 'jaymon', 'success', 'defend', 'dissert', 'today', 'uscgrad']",POSITIVE
jaymon54,5/3/2023,4:38:57,rt  congratulations to our graduate jaymon ortega   jaymon successfully defended his dissertation today uscgrad,"['rt', 'congratul', 'graduat', 'jaymon', 'ortega', 'jaymon', 'success', 'defend', 'dissert', 'today', 'uscgrad']",POSITIVE
RossierJustice,5/4/2023,15:45:48,rt  it is with great pleasure that we announce tiffaney robinson as the student speaker for our masters commencement ceremony,"['rt', 'great', 'pleasur', 'announc', 'tiffaney', 'robinson', 'student', 'speaker', 'master', 'commenc', 'ceremoni']",POSITIVE
USCGouldLaw,5/3/2023,22:01:10,gouldgrad fun fact did you know jd class of 2023 uscgrad adrianna robakowski was a cocaptain for the  being a song girl at usc taught me to never be afraid to put yourself out there upon graduation adrianna will join her top choice law firm  ,"['gouldgrad', 'fun', 'fact', 'know', 'jd', 'class', '2023', 'uscgrad', 'adrianna', 'robakowski', 'cocaptain', 'song', 'girl', 'usc', 'taught', 'never', 'afraid', 'put', 'upon', 'graduat', 'adrianna', 'join', 'top', 'choic', 'law', 'firm']",POSITIVE
